,Doc Title,Len_char,Len_word,Output,Sent
63,municipal-climate-change-action-plan-guidebook-en,260.0,34.0,"['reasons include protection', 'change damage infrastructure']"," Other reasons to plan include the protection of 
municipal investments (such as infrastructure and municipally-
owned and operated facilities) because climate change can 
seriously damage expensive infrastructure and affect the delivery 
of municipal services"
79,municipal-climate-change-action-plan-guidebook-en,502.0,70.0,['Municipalities affect costs'],"

How Municipalities will be affected:
rising costs of damaged infrastructure

Protection and repair
Public safety
drinking water quality
Wastewater and Storm water management
liability
Public expectation

Like any program, the sooner municipalities begin to plan 
for climate change, the more likely the behavior will become 
institutionalized, and integrated into daily practice so that 
eventually, all decisions will be framed within a context that 
ensures that climate change criteria are applied"
108,municipal-climate-change-action-plan-guidebook-en,342.0,50.0,['Convention define change']," 

Note that the United Nations Framework Convention on Climate 
Change (UNFCCC), defines climate change as: ‘a change 
of climate which is attributed directly or indirectly to human 
activity that alters the composition of the global atmosphere 
and which is in addition to natural climate variability observed 
over comparable time periods’"
109,municipal-climate-change-action-plan-guidebook-en,188.0,24.0,['UNFCCC make distinction']," The UNFCCC thus makes 
a distinction between climate change attributable to human 
activities altering the atmospheric composition, and climate 
variability attributable to natural causes"
119,municipal-climate-change-action-plan-guidebook-en,196.0,36.0,['it yield average']," When a pattern of extreme weather persists for some 
time, such as a season, it may be classed as an extreme climate 
event, especially if it yields an average or total that is itself 
extreme (e"
123,municipal-climate-change-action-plan-guidebook-en,202.0,29.0,['infrastructure meet specifications']," The purpose of retrofitting 
in the context of climate change is generally to ensure that 
existing infrastructure meets new design specifications that may 
be required under altered climate conditions"
158,municipal-climate-change-action-plan-guidebook-en,177.0,29.0,['adaptation incur costs']," In most cases, planned adaptation will 
incur lower long-term costs and is seen to be far more effective 
than simply reacting to climate change in an unplanned, ad-hoc 
manner"
172,municipal-climate-change-action-plan-guidebook-en,185.0,24.0,['planning take considerations']," Adaptive planning takes these 
considerations into account by developing measures which 
ensure that important services continue to operate during, or 
following extreme weather events"
174,municipal-climate-change-action-plan-guidebook-en,179.0,27.0,['change affect range'],"

There is little doubt that climate change will affect a broad range 
of municipal assets and local government services, in addition 
to municipal operations and policy decisions"
194,municipal-climate-change-action-plan-guidebook-en,141.0,23.0,"['waves increase risk', 'surges put areas']"," Powerful storm waves 
increase the risk of erosion on soft sediment shores and storm 
surges put low-lying coastal areas at risk of flooding"
203,municipal-climate-change-action-plan-guidebook-en,224.0,33.0,['Submergence produce conditions']," Submergence of buildings in floodwaters produces 
more favourable conditions for the growth of moulds and fungi 
that, if not removed, can lead to health difficulties when the 
buildings are reoccupied (Health Canada, 2005)"
204,municipal-climate-change-action-plan-guidebook-en,217.0,31.0,['region experience increase']," 

Nova Scotia: Projected Climate Change 
Trends & Hazards

Research indicates the Atlantic region will experience an 
increase in extreme weather events and all climate models 
suggest that storm activity will worsen"
205,municipal-climate-change-action-plan-guidebook-en,1065.0,150.0,['increase result rise'],"

Increasing storm intensity

Flooding and flash-floods

Sea level rise
Storm surges and floods

•  More frequent storm events
• 
•  Changes in precipitation and extreme precipitation events
• 
• 
•  Accelerated coastal erosion
• 
•  Wetter, warmer winters
•  Hotter summers
•  Loss of sea ice
•  Drier summers with droughts
•  Water (availability) constraints
•  Greater ultraviolet radiation exposure

Legend: 

Climate Event

Impact

Hazard/Issue

runoff 

& drainage 

issues

extreme Storms

localized 
Flooding

Washouts 
& erosion

Heavy 

Precipitation 

& Strong 
Winds

drinking Water Contamination

Public Safety Concerns

damage to Structures, Property & infrastructure

interruptions in Power Supply

economic implications

6 

CANAdA-NovA SCoTiA iNFrASTruCTure SeCreTAriAT

rising Sea level
Climate change models (reviewed by the Intergovernmental 
Panel on Climate Change), suggest that the projected increase 
in the global average surface temperature will likely result in 
a global sea level rise on of a meter or more by the end of this 
century"
214,municipal-climate-change-action-plan-guidebook-en,127.0,22.0,['Halifax experience increase']," This means that with 
climate change, Halifax could potentially experience an increase 
in sea level of 80 cm by the year 2100"
215,municipal-climate-change-action-plan-guidebook-en,576.0,80.0,['erosion mean impacts'],"

Sea level rise

Coastal 

Storm 
Surge

inundation
& erosion
erosion of headlands & 

Coastal 
Flooding

Salt Water
intrusion

drinking Water Contamination

Shoreline Areas

damage to infrastructure

damage to Structures & Property

Storm Surges, Coastal erosion & Flooding
Increased erosion and flooding will likely mean significant 
impacts on coastal communities with damage to houses, 
buildings, roads, bridges, and other types of infrastructure, as 
well as the risk of contamination to fresh water supplies, damage 
to drainage systems and sewage treatment facilities"
